year,type,weight_lbs,est_weight,ott,city,state,state_code,latitude,longitude,nearest_station,station_id,rain_total,rain_daily_avg,rain_daily_stdev,TMIN,TMAX
2013,Giant Pumpkin,647.0,706.0,316.0,Spanaway,Washington,WA,47.1041667,-122.43333329999999,USW00024233,USW00024233,2848,18.61437908496732,55.18940165502395,132.15686274509804,233.03267973856208
2013,Giant Pumpkin,307.0,279.0,231.0,Auburn,Washington,WA,47.3075,-122.2272222,USW00024233,USW00024233,2848,18.61437908496732,55.18940165502395,132.15686274509804,233.03267973856208
2013,Giant Pumpkin,255.0,252.0,223.0,Auburn,Washington,WA,47.3075,-122.2272222,USW00024233,USW00024233,2848,18.61437908496732,55.18940165502395,132.15686274509804,233.03267973856208
2013,Giant Pumpkin,202.5,196.0,204.0,Tacoma,Washington,WA,47.2530556,-122.44305559999998,USW00024233,USW00024233,2848,18.61437908496732,55.18940165502395,132.15686274509804,233.03267973856208
2013,Giant Pumpkin,191.5,159.0,189.0,Edgewood,Washington,WA,47.2502778,-122.2925,USW00024233,USW00024233,2848,18.61437908496732,55.18940165502395,132.15686274509804,233.03267973856208
2013,Giant Pumpkin,181.5,221.0,213.0,Gig Harbor,Washington,WA,47.32944439999999,-122.5788889,USW00024233,USW00024233,2848,18.61437908496732,55.18940165502395,132.15686274509804,233.03267973856208
2013,Giant Pumpkin,178.0,183.0,199.0,Auburn,Washington,WA,47.3075,-122.2272222,USW00024233,USW00024233,2848,18.61437908496732,55.18940165502395,132.15686274509804,233.03267973856208
2013,Giant Pumpkin,152.0,171.0,194.0,Edgewood,Washington,WA,47.2502778,-122.2925,USW00024233,USW00024233,2848,18.61437908496732,55.18940165502395,132.15686274509804,233.03267973856208
2013,Giant Pumpkin,130.5,144.0,182.0,Edgewood,Washington,WA,47.2502778,-122.2925,USW00024233,USW00024233,2848,18.61437908496732,55.18940165502395,132.15686274509804,233.03267973856208
2013,Giant Pumpkin,115.0,123.0,171.0,Gig Harbor,Washington,WA,47.32944439999999,-122.5788889,USW00024233,USW00024233,2848,18.61437908496732,55.18940165502395,132.15686274509804,233.03267973856208
2013,Giant Pumpkin,56.5,66.0,130.0,Auburn,Washington,WA,47.3075,-122.2272222,USW00024233,USW00024233,2848,18.61437908496732,55.18940165502395,132.15686274509804,233.03267973856208
2013,Giant Pumpkin,1784.0,1745.0,445.0,Parker,Colorado,CO,39.5186111,-104.7608333,USC00058022,USC00058022,2802,18.313725490196077,45.30444828110952,89.57516339869281,259.16993464052285
2013,Giant Pumpkin,1534.5,1484.0,415.0,Parker,Colorado,CO,39.5186111,-104.7608333,USC00058022,USC00058022,2802,18.313725490196077,45.30444828110952,89.57516339869281,259.16993464052285
2013,Giant Pumpkin,681.5,760.0,324.0,Centennial,Colorado,CO,39.5791667,-104.8763889,USC00058022,USC00058022,2802,18.313725490196077,45.30444828110952,89.57516339869281,259.16993464052285
2013,Giant Pumpkin,555.0,668.0,310.0,Castle Rock,Colorado,CO,39.3722222,-104.8555556,USC00058022,USC00058022,2802,18.313725490196077,45.30444828110952,89.57516339869281,259.16993464052285
2013,Giant Pumpkin,444.5,437.0,269.0,Centennial,Colorado,CO,39.5791667,-104.8763889,USC00058022,USC00058022,2802,18.313725490196077,45.30444828110952,89.57516339869281,259.16993464052285
2013,Giant Pumpkin,411.0,420.0,266.0,Louviers,Colorado,CO,39.4777778,-105.00666670000001,USC00058022,USC00058022,2802,18.313725490196077,45.30444828110952,89.57516339869281,259.16993464052285
2013,Giant Pumpkin,1783.5,1649.0,434.0,New Richmond,Wisconsin,WI,45.1230556,-92.5363889,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,1546.0,1614.0,430.0,New Richmond,Wisconsin,WI,45.1230556,-92.5363889,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,1530.0,1432.0,409.0,Elk Mound,Wisconsin,WI,44.8730556,-91.6908333,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,1387.0,1296.0,393.0,New Richmond,Wisconsin,WI,45.1230556,-92.5363889,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,1375.5,1129.0,373.0,New Richmond,Wisconsin,WI,45.1230556,-92.5363889,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,1357.5,1158.0,377.0,New Richmond,Wisconsin,WI,45.1230556,-92.5363889,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,1072.5,994.0,356.0,New Richmond,Wisconsin,WI,45.1230556,-92.5363889,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,1066.0,994.0,356.0,New Richmond,Wisconsin,WI,45.1230556,-92.5363889,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,854.0,802.0,330.0,New Auburn,Wisconsin,WI,45.2041667,-91.5580556,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,783.0,781.0,327.0,Eau Claire,Wisconsin,WI,44.8113889,-91.4983333,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,726.5,763.0,325.0,Shell Lake,Wisconsin,WI,45.7394444,-91.92527779999999,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,636.5,606.0,300.0,Elmwood,Wisconsin,WI,44.781111100000004,-92.14583329999999,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,623.5,680.0,312.0,Elk Mound,Wisconsin,WI,44.8730556,-91.6908333,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,612.0,588.0,297.0,Durand,Wisconsin,WI,44.626388899999995,-91.9655556,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,489.0,390.0,259.0,Bloomer,Wisconsin,WI,45.1002778,-91.48861109999999,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,372.5,390.0,259.0,Bloomer,Wisconsin,WI,45.1002778,-91.48861109999999,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,360.0,368.0,254.0,Centuria,Wisconsin,WI,45.4513889,-92.5538889,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,241.0,249.0,222.0,Chippewa Falls,Wisconsin,WI,44.936944399999994,-91.39277779999999,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,106.0,113.0,165.0,Colfax,Wisconsin,WI,44.9975,-91.72694440000001,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,96.0,123.0,171.0,Colfax,Wisconsin,WI,44.9975,-91.72694440000001,USW00014991,USW00014991,4738,30.96732026143791,79.40994720110504,121.72549019607843,250.52941176470588
2013,Giant Pumpkin,1779.5,1545.0,422.0,Richville,Minnesota,MN,46.506666700000004,-95.62527779999999,USC00214861,USC00214861,5313,34.72549019607843,117.7009611425071,105.22222222222223,226.1764705882353
2013,Giant Pumpkin,1305.0,1287.0,392.0,Richville,Minnesota,MN,46.506666700000004,-95.62527779999999,USC00214861,USC00214861,5313,34.72549019607843,117.7009611425071,105.22222222222223,226.1764705882353
2013,Giant Pumpkin,1139.0,1233.0,386.0,Richville,Minnesota,MN,46.506666700000004,-95.62527779999999,USC00214861,USC00214861,5313,34.72549019607843,117.7009611425071,105.22222222222223,226.1764705882353
2013,Giant Pumpkin,858.0,0.0,0.0,Lancaster,Minnesota,MN,48.8583333,-96.8038889,USC00214861,USC00214861,5313,34.72549019607843,117.7009611425071,105.22222222222223,226.1764705882353
2013,Giant Pumpkin,752.5,794.0,329.0,Lancaster,Minnesota,MN,48.8583333,-96.8038889,USC00214861,USC00214861,5313,34.72549019607843,117.7009611425071,105.22222222222223,226.1764705882353
2013,Giant Pumpkin,689.5,706.0,316.0,Clearbrook,Minnesota,MN,47.6919444,-95.4308333,USC00214861,USC00214861,5313,34.72549019607843,117.7009611425071,105.22222222222223,226.1764705882353
2013,Giant Pumpkin,646.5,612.0,301.0,Lancaster,Minnesota,MN,48.8583333,-96.8038889,USC00214861,USC00214861,5313,34.72549019607843,117.7009611425071,105.22222222222223,226.1764705882353
2013,Giant Pumpkin,1766.5,1571.0,425.0,Rocky Hill,Connecticut,CT,41.6647222,-72.63972220000002,USW00014740,USW00014740,8085,52.84313725490196,126.65738688781946,139.6013071895425,262.921568627451
2013,Giant Pumpkin,1080.0,975.0,354.0,Putnam,Connecticut,CT,41.915,-71.9094444,USW00014740,USW00014740,8085,52.84313725490196,126.65738688781946,139.6013071895425,262.921568627451
2013,Giant Pumpkin,709.0,710.0,317.0,Rocky Hill,Connecticut,CT,41.6647222,-72.63972220000002,USW00014740,USW00014740,8085,52.84313725490196,126.65738688781946,139.6013071895425,262.921568627451
2013,Giant Pumpkin,678.5,612.0,301.0,Hampton,Connecticut,CT,41.783888899999994,-72.0552778,USW00014740,USW00014740,8085,52.84313725490196,126.65738688781946,139.6013071895425,262.921568627451
2013,Giant Pumpkin,565.0,636.0,305.0,Durham,Connecticut,CT,41.4816667,-72.68166670000002,USW00014740,USW00014740,8085,52.84313725490196,126.65738688781946,139.6013071895425,262.921568627451
2013,Giant Pumpkin,483.5,437.0,269.0,Putnam,Connecticut,CT,41.915,-71.9094444,USW00014740,USW00014740,8085,52.84313725490196,126.65738688781946,139.6013071895425,262.921568627451
2013,Giant Pumpkin,477.0,579.0,296.0,North Grosvenor Dale,Connecticut,CT,41.98555560000001,-71.8991667,USW00014740,USW00014740,8085,52.84313725490196,126.65738688781946,139.6013071895425,262.921568627451
2013,Giant Pumpkin,435.0,457.0,273.0,Durham,Connecticut,CT,41.4816667,-72.68166670000002,USW00014740,USW00014740,8085,52.84313725490196,126.65738688781946,139.6013071895425,262.921568627451
2013,Giant Pumpkin,428.0,339.0,247.0,Lebanon,Connecticut,CT,41.6361111,-72.2130556,USW00014740,USW00014740,8085,52.84313725490196,126.65738688781946,139.6013071895425,262.921568627451
2013,Giant Pumpkin,370.0,435.0,269.0,Durham,Connecticut,CT,41.4816667,-72.68166670000002,USW00014740,USW00014740,8085,52.84313725490196,126.65738688781946,139.6013071895425,262.921568627451
2013,Giant Pumpkin,290.5,275.0,230.0,Salem,Connecticut,CT,41.4902778,-72.2758333,USW00014740,USW00014740,8085,52.84313725490196,126.65738688781946,139.6013071895425,262.921568627451
2013,Giant Pumpkin,1746.5,1519.0,419.0,Topsfield,Massachusetts,MA,42.6375,-70.95,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,1544.0,1441.0,410.0,Gloucester,Massachusetts,MA,42.6158333,-70.6625,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,1442.5,1203.0,382.0,Ipswich,Massachusetts,MA,42.6791667,-70.8416667,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,1313.5,1146.0,375.0,Ipswich,Massachusetts,MA,42.6791667,-70.8416667,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,1264.5,1138.0,374.0,Ipswich,Massachusetts,MA,42.6791667,-70.8416667,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,1171.5,1125.0,373.0,Topsfield,Massachusetts,MA,42.6375,-70.95,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,1159.0,1154.0,376.0,Ipswich,Massachusetts,MA,42.6791667,-70.8416667,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,986.0,1002.0,357.0,Ipswich,Massachusetts,MA,42.6791667,-70.8416667,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,848.5,760.0,324.0,Ipswich,Massachusetts,MA,42.6791667,-70.8416667,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,720.0,618.0,302.0,Billerica,Massachusetts,MA,42.5583333,-71.2694444,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,533.5,525.0,286.0,Billerica,Massachusetts,MA,42.5583333,-71.2694444,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,492.0,472.0,276.0,Westford,Massachusetts,MA,42.5791667,-71.4383333,USC00193276,USC00193276,5859,38.294117647058826,91.16388383109991,117.84967320261438,250.88888888888889
2013,Giant Pumpkin,1744.5,1610.0,430.0,Halifax,Pennsylvania,PA,40.46805560000001,-76.93222220000001,USW00014711,USW00014711,4028,26.326797385620914,69.57831918679835,159.19607843137254,264.4117647058824
2013,Giant Pumpkin,1683.0,1567.0,425.0,Halifax,Pennsylvania,PA,40.46805560000001,-76.93222220000001,USW00014711,USW00014711,4028,26.326797385620914,69.57831918679835,159.19607843137254,264.4117647058824
2013,Giant Pumpkin,1399.0,1355.0,400.0,Halifax,Pennsylvania,PA,40.46805560000001,-76.93222220000001,USW00014711,USW00014711,4028,26.326797385620914,69.57831918679835,159.19607843137254,264.4117647058824
2013,Giant Pumpkin,1100.5,1162.0,377.0,Halifax,Pennsylvania,PA,40.46805560000001,-76.93222220000001,USW00014711,USW00014711,4028,26.326797385620914,69.57831918679835,159.19607843137254,264.4117647058824
2013,Giant Pumpkin,360.0,345.0,249.0,Dover,Pennsylvania,PA,40.0016667,-76.85055559999998,USW00014711,USW00014711,4028,26.326797385620914,69.57831918679835,159.19607843137254,264.4117647058824
2013,Giant Pumpkin,1734.5,1588.0,427.0,Richmond,Minnesota,MN,45.4541667,-94.5180556,USW00014926,USW00014926,3784,24.73202614379085,68.34635155009987,116.42483660130719,245.73856209150327
2013,Giant Pumpkin,1507.0,1536.0,421.0,Richmond,Minnesota,MN,45.4541667,-94.5180556,USW00014926,USW00014926,3784,24.73202614379085,68.34635155009987,116.42483660130719,245.73856209150327
2013,Giant Pumpkin,1446.0,1321.0,396.0,Richmond,Minnesota,MN,45.4541667,-94.5180556,USW00014926,USW00014926,3784,24.73202614379085,68.34635155009987,116.42483660130719,245.73856209150327
2013,Giant Pumpkin,1231.0,1138.0,374.0,Richmond,Minnesota,MN,45.4541667,-94.5180556,USW00014926,USW00014926,3784,24.73202614379085,68.34635155009987,116.42483660130719,245.73856209150327
2013,Giant Pumpkin,533.0,567.0,294.0,Buffalo,Minnesota,MN,45.171944399999994,-93.8744444,USW00014926,USW00014926,3784,24.73202614379085,68.34635155009987,116.42483660130719,245.73856209150327
2013,Giant Pumpkin,378.0,437.0,269.0,Buffalo,Minnesota,MN,45.171944399999994,-93.8744444,USW00014926,USW00014926,3784,24.73202614379085,68.34635155009987,116.42483660130719,245.73856209150327
2013,Giant Pumpkin,359.0,386.0,258.0,Buffalo,Minnesota,MN,45.171944399999994,-93.8744444,USW00014926,USW00014926,3784,24.73202614379085,68.34635155009987,116.42483660130719,245.73856209150327
2013,Giant Pumpkin,1661.5,1424.0,408.0,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USC00368361,USC00368361,6858,44.8235294117647,93.96542740810374,119.26797385620915,235.87581699346404
2013,Giant Pumpkin,1491.5,1424.0,408.0,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USC00368361,USC00368361,6858,44.8235294117647,93.96542740810374,119.26797385620915,235.87581699346404
2013,Giant Pumpkin,1383.5,1454.0,412.0,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USC00368361,USC00368361,6858,44.8235294117647,93.96542740810374,119.26797385620915,235.87581699346404
2013,Giant Pumpkin,1254.5,1134.0,374.0,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USC00368361,USC00368361,6858,44.8235294117647,93.96542740810374,119.26797385620915,235.87581699346404
2013,Giant Pumpkin,1625.5,1432.0,409.0,Menomonee Falls,Wisconsin,WI,43.1788889,-88.1172222,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,1127.5,1270.0,390.0,Menomonee Falls,Wisconsin,WI,43.1788889,-88.1172222,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,1077.0,937.0,349.0,Menomonee Falls,Wisconsin,WI,43.1788889,-88.1172222,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,990.2,1089.0,368.0,Menomonee Falls,Wisconsin,WI,43.1788889,-88.1172222,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,930.0,910.0,345.0,Germantown,Wisconsin,WI,43.2286111,-88.11027779999998,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,669.4,649.0,307.0,Menomonee Falls,Wisconsin,WI,43.1788889,-88.1172222,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,351.6,409.0,263.0,Menomonee Falls,Wisconsin,WI,43.1788889,-88.1172222,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,308.0,315.0,241.0,Hubertus,Wisconsin,WI,43.2366667,-88.22111109999999,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,278.6,252.0,223.0,Hubertus,Wisconsin,WI,43.2366667,-88.22111109999999,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,251.2,255.0,224.0,Hubertus,Wisconsin,WI,43.2366667,-88.22111109999999,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,236.6,215.0,211.0,Hartland,Wisconsin,WI,43.105,-88.3419444,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,146.4,150.0,185.0,Hubertus,Wisconsin,WI,43.2366667,-88.22111109999999,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,7.0,20.0,58.0,Menomonee Falls,Wisconsin,WI,43.1788889,-88.1172222,USC00473058,USC00473058,4162,27.202614379084967,62.0667466986279,113.09150326797386,239.80392156862746
2013,Giant Pumpkin,1578.0,1445.0,411.0,Santa Rosa,California,CA,38.4405556,-122.71333329999999,USC00043578,USC00043578,906,5.921568627450981,33.83950692758639,88.82352941176471,281.26797385620915
2013,Giant Pumpkin,1564.0,1502.0,417.0,Santa Rosa,California,CA,38.4405556,-122.71333329999999,USC00043578,USC00043578,906,5.921568627450981,33.83950692758639,88.82352941176471,281.26797385620915
2013,Giant Pumpkin,1521.0,1515.0,419.0,Santa Rosa,California,CA,38.4405556,-122.71333329999999,USC00043578,USC00043578,906,5.921568627450981,33.83950692758639,88.82352941176471,281.26797385620915
2013,Giant Pumpkin,1455.5,1450.0,411.0,Windsor,California,CA,38.5472222,-122.81527779999999,USC00043578,USC00043578,906,5.921568627450981,33.83950692758639,88.82352941176471,281.26797385620915
2013,Giant Pumpkin,1378.0,1245.0,387.0,Santa Rosa,California,CA,38.4405556,-122.71333329999999,USC00043578,USC00043578,906,5.921568627450981,33.83950692758639,88.82352941176471,281.26797385620915
2013,Giant Pumpkin,1352.0,1258.0,389.0,Santa Rosa,California,CA,38.4405556,-122.71333329999999,USC00043578,USC00043578,906,5.921568627450981,33.83950692758639,88.82352941176471,281.26797385620915
2013,Giant Pumpkin,1332.0,1389.0,404.0,Santa Rosa,California,CA,38.4405556,-122.71333329999999,USC00043578,USC00043578,906,5.921568627450981,33.83950692758639,88.82352941176471,281.26797385620915
